artist_name,event_location,event_title,event_day,event_start_time,event_summary,source_url
Aislinn Evans,Rebel Rouser,Of a queer place and time,Saturday,10:30,"A workshop for considering queerness in place - queer places, unfriendly places, how we occupy, move through, and are removed from space. We'll think about the places we live and share stories inspired by conversations of queer place, and use those stories as a basis to create collaborative spoken-word pieces. Aislinn Evans is an artist, writer, and educator. Their practice exists at the peripheries between art and writing, encompassing publication, performance, and video.   Duration: 90 minutes",https://www.greenbelt.org.uk/artists/aislinn-evans/?back=1
Aislinn Evans,Rebel Rouser,The Towns We Leave Hate Us Most,Saturday,15:30,"The Towns We Leave Hate Us Most, published by Flipped Eye, is the debut pamphlet of writer & artist Aislinn Evans. Employing an inimitable combination of cutting wit, impressive feats of formal experimentation and bold illustration that pulls no pixels as it shades, Aislinn Evans has created a moving début that defies categorisation. Aislinn will be reading from their pamphlet, alongside unpublished works, inviting the audience to break down the fourth wall and take part in the reading. Aislinn Evans is an artist, writer, and educator. Their practice exists at the peripheries between art and writing, encompassing publication, performance, and video.",https://www.greenbelt.org.uk/artists/aislinn-evans/?back=1
Aislinn Evans,The Workshop,Cyanotype,Sunday,12:00,"Cyanotype is a historic photographic process used in botanical illustrations and, famously, for blue-prints. In this workshop we'll gather materials for making cyanotype photograms, learn how to coat cyanotype paper, and expose under the sun.  Aislinn Evans is an artist, writer, and educator. Their practice exists at the peripheries between art and writing, encompassing publication, performance, and video.",https://www.greenbelt.org.uk/artists/aislinn-evans/?back=1
Beloved Sara Zaltash,Shelter,When a Woman Calls Prayer,Saturday,11:00,"Beloved Sara Zaltash, a British-Iranian artist, astrologer and spiritual practitioner, has been offering a respectful adaptation of the Islamic Call to Prayer in unusual contexts since 2010, a radical act for a Muslim woman. Come to this session to learn how to Call, and to hear Beloved Sara’s account of their experiences of living with a prayer that moves through them. “Zaltash is electrifying… See her if you can.” Guardian.",https://www.greenbelt.org.uk/artists/beloved-sara-zaltash/?back=1
Beloved Sara Zaltash,Hope & Anchor,Matchstick Sessions,Saturday,14:00,"Beloved Sara Zaltash on faith journeys and change  Sometimes in our lives we have ‘real' conversations where we go a little deeper - conversations that are gritty, vulnerable, sacred, respectful. Real conversations connect us and change us.   Each Matchstick session is designed to do just this: to help us get real at the Hope and Anchor. Each is ignited by a short story on a (sometimes fiery) theme, sparking deeper conversations with those friends and strangers around us for about half an hour.   So, join us in the Hope and Anchor each afternoon – bring your kindling questions and firelighter ideas and be prepared to get a little realer as you listen and share.",https://www.greenbelt.org.uk/artists/beloved-sara-zaltash/?back=1
Beloved Sara Zaltash,Rebel Rouser,Secret Singing Ocean,Monday,15:30,"Improvisatory group singing weaving the mysticism of the human voice with a psalmist's approach to pop song lyrics. Coalescing around Abrahamic themes, the Secret Singing Ocean is led by singer and performer Beloved Sara Zaltash, inspired by their Sufi heritage and a life-long engagement with the ways that pop song lyrics show us how we love each other.  “Those hushed moments of impassioned chanting reminded us of our shared faiths, and the possibility of spiritual harmony.” Haaretz.",https://www.greenbelt.org.uk/artists/beloved-sara-zaltash/?back=1
Baroness Lola Young,Pagoda,Looking To The Past For A Brighter Future,Monday,14:30,"Join Baroness Young to explore the links between history and social, economic and environmental injustice today – and to re-focus on the urgent need for us to come together and change the narrative.  Lola Young is an independent cross-bencher in the House of Lords, chairing groups on ethics and sustainability, modern slavery and human rights.",https://www.greenbelt.org.uk/artists/baroness-lola-young/?back=1
Anna Tivel,Glade,The Rising,Monday,14:30,"Festival favourite and troubadour Martyn Joseph gathers together some of the best singer-songwriters at the festival, digging into their creative mindset and craft. Collaborations, informal jamming and rare candour from great Greenbelt artists.",https://www.greenbelt.org.uk/artists/anna-tivel/?back=1
Apollo Ghosts,Canopy,Apollo Ghosts,Monday,15:45,"Originally styling themselves as “jangle-punk”, these Canadian dudes have mellowed somewhat with the years, all the while retaining an ear for an excellent tune. They’ve lately recorded the loveliest suite of songs (2022’s Pink Tiger) on a gulf island in British Columbia, combining introspective lushness à la Sufjan Stevens with witty lyrical moves à la Magnetic Fields, whilst still jangling.",https://www.greenbelt.org.uk/artists/apollo-ghosts/?back=1
Anna Tivel,Canopy,Anna Tivel,Monday,17:15,"Anna is a teller of “quiet stories of ordinary life” who travels the world from the USA' northwest. With a breathy intensity that makes us think of a late-night Emmylou Harris, she weaves poetic tales of everyday characters – a homeless veteran; a woman thinking about the child she gave up for adoption – accompanied by an understated but powerful musicality.",https://www.greenbelt.org.uk/artists/anna-tivel/?back=1
BCUC,Glade,BCUC,Saturday,19:45,"Vocalist Kgomotso Mokone says BCUC brings “fun and emo-indigenous Afro psychedelic fire from the hood”, and we can’t wait to see that fire burning at Greenbelt. Rehearsing in a shipping-container-turned-community-restaurant in Soweto, BCUC delivers songs that draw attention to power imbalances, and gigs that build into a hedonistic trance of political energy, like Fela Kuti heading up Crass.",https://www.greenbelt.org.uk/artists/bcuc/?back=1
Ayanna Witter-Johnson,Canopy,Ayanna Witter-Johnson,Sunday,16:00,"Ayanna is an outrageously talented singer, songwriter, and instrumentalist. Not content with mastering classical cello she also addresses it like a percussion instrument to produce an utterly unique backdrop for her stunning vocals, and fuses reggae, classical, jazz and R&B to celebrate black culture and identity. She also collaborates with artistes across the worlds of orchestra, film, pop and beyond.",https://www.greenbelt.org.uk/artists/ayanna-witter-johnson/?back=1
Beans on Toast,Canopy,Beans on Toast,Saturday,18:45,"Essex-born Beans (to his friends) is a Glastonbury fixture, and we think he’s going to fit in here too. Packing heart-on-sleeve protest songs and down-to-earth love songs, this gravel-voiced optimist reckons “the world is full of wonderful people”, and we tend to agree. He’s worked with the likes of Frank Turner, and releases a new album every year on his birthday.",https://www.greenbelt.org.uk/artists/beans-on-toast/?back=1
Angela Saini,Pagoda,Superior: the Return of Race Science,Friday,18:45,"In conversation with scientist and writer Angela Saini about her much-lauded work on the murky history, science and politics of race – and how the far-right is attempting to repackage racism in the 21st century.  Angela Saini is an award-winning science journalist and broadcaster, named one of the world’s top 50 thinkers by Prospect magazine in 2020.   Angela will be in conversation with Ro Rawat.",https://www.greenbelt.org.uk/artists/angela-saini/?back=1
"Young, Woke and Christian",Treehouse,"Young, Woke and Christian",Monday,11:15,"Join the authors of ‘Young, Woke and Christian’ for a creative conversation spanning racism, homelessness, gender, sexuality, interfaith and more! This isn’t a place for easy answers; it’s an opportunity for us all to ‘Wake Up’ — to have a stretch, draw the curtains, and notice where God is calling us to deeper justice, wider mercy, and greater love.   The panel is curated and chaired by Greenbelt’s youngest trustee, Molly Boot including Shermara Fletcher, Liz Marsh, Sophie Mitchell, Jack Woodruff and Victoria Turner.",https://www.greenbelt.org.uk/artists/young-woke-and-christian/?back=1
Yoga With Jenny Weightman,Village Hall,YOGA,Saturday,09:00,"Burst into your mornings with a joyful celebration of being alive. We start with a gentle wake up routine to help you to re-connect to your mind and body then move into an energetic flow to recharge your energy levels. We finish with a mindful meditation to draw your focus to the wonder of the moment and help you fully appreciate your beautiful Greenbelt days. Please bring a mat, towel or blanket.  Jenny has taught yoga for over 10 years since qualifying as a teacher with the Inner Healing School of Yoga.",https://www.greenbelt.org.uk/artists/yoga-with-jenny-weightman/?back=1
Yoga With Jenny Weightman,Village Hall,YOGA,Monday,09:00,"Burst into your mornings with a joyful celebration of being alive. We start with a gentle wake up routine to help you to re-connect to your mind and body then move into an energetic flow to recharge your energy levels. We finish with a mindful meditation to draw your focus to the wonder of the moment and help you fully appreciate your beautiful Greenbelt days. Please bring a mat, towel or blanket. Jenny has taught yoga for over 10 years since qualifying as a teacher with the Inner Healing School of Yoga.",https://www.greenbelt.org.uk/artists/yoga-with-jenny-weightman/?back=1
Wildwood Kin,Glade,Wildwood Kin,Monday,21:00,"The members of Wildwood Kin had early musical outings in a forgiving environment that certain Greenbelters will relate to: church. The non-church world has been pretty kind to the band, too, and hardly surprising given their lush harmonies and orchestrations, and their warm, uplifting songs of love, loss and spirituality that evoke Fleetwood Mac and Crosby, Stills & Nash.   They graced our Prospect Farm pop-up gathering last summer, bathing us in the beauty of their sound and songs. Now it's time for us all to enjoy the healing.",https://www.greenbelt.org.uk/artists/wildwood-kin/?back=1
URC,Engine,Morning Reflection,Saturday,10:00,"Time to Wake Up! We’re kickstarting our daily programme with a time of reflection, discussion, and prayer. Join us as we take time to connect with God.",https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Engine,Craftivism Activities: Wake up to your focus – Frames,Saturday,12:30,What is our focus on or what do we need to focus on? Come and decorate a frame and place it somewhere you want to invite others to focus.,https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Engine,Cake and Debate – Wake Up And Feel The Heat,Saturday,17:00,A space for topical debate… and cake! Each day a different theme will be explored and debated together. Today we are exploring environmental issues and climate change. Get involved and share your opinions in dialogue with other young people.,https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Engine,Sensory Garden,Saturday,12:00,A chance to sit in the sensory garden and discover God’s amazing creation. Also available throughout the festival weekend.,https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Engine,Craftivism Activities: Wake Up To The Spirit – Windmills,Sunday,12:30,Create a windmill to be placed on the festival fields to show where the wind of the spirit should blow to wake us up.,https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Engine,Cake And Debate – Wake Up And Smell The Coffee,Sunday,17:00,A space for topical debate… and cake! Each day a different theme will be explored and debated together. Today we are exploring the issue of “Fair Trade.” Get involved and share your opinions in dialogue with other young people.,https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Shelter,Church: Pile of Poo or New Ecosystem?⛪♻,Sunday,17:00,"It’s 50 years since the United Reformed Church was formed. It was ‘born to die’ but is still around, making a difference in a changing world. Led by UnReCognised, this celebration explores the walls people hide behind, how we can break them down, and the new eco-systems that emerge from the rubble. Come and be scattered.  In association with URC",https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Engine,Youth Communion,Sunday,22:30,An opportunity to gather with other young people for a late-night communion service. Come and share together in worship.,https://www.greenbelt.org.uk/artists/urc/?back=1
Words for a Dying World,Hot House,Words For A Dying World,Saturday,14:30,"Hear from a panel of contributors to Words for a Dying World (SCM Press, 2020) as they share stories, poetry, and song about the grief and courage required to live through a time of climate breakdown. The session includes time for quiet reflection and Q&A.   Hannah Malcolm writes and campaigns around the subject of climate justice and the Church and is the editor of Words For A Dying World. She is joined by chapter writers Caleb Gordon, Debo Oluwa, Elia Maggang, David Benjamin Blower, Azariah France-Williams and Grace Thomas.",https://www.greenbelt.org.uk/artists/hannah-malcolm/?back=1
URC,Engine,Morning Reflection,Monday,10:00,"Time to Wake Up! We’re kickstarting our daily programme with a time of reflection, discussion, and prayer. Join us as we take time to connect with God.",https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Engine,Craftivism Activities: Wake Up To Brokenness – Broken Tiles,Monday,12:30,"Create a broken tile mosaic, to highlight our scars and the brokenness of the world, to call for healing and to restore our hope.",https://www.greenbelt.org.uk/artists/urc/?back=1
URC,Engine,Cake and Debate – Wake Up And Hear The Stories,Monday,17:00,A space for topical debate… and cake! Each day a different theme will be explored and debated together. Today we are exploring issues relating to refugees.  Get involved and share your opinions in dialogue with other young people.,https://www.greenbelt.org.uk/artists/urc/?back=1
Wilderthorn,Hot House,IMMERSE,Saturday,20:30,"Come ‘soak in the sound’ at IMMERSE, a meditative, candle-lit experience of atmospheric textures and etherial sounds, led by the emotive voice of singer-composer, Wilderthorn (AKA Jon Bilbrough). Known for Secret Gigs in disused and abandoned spaces, his performances sway between song and improvised territory, his voice tinged with dark operatic tones and folk-style flourishes.",https://www.greenbelt.org.uk/artists/wilderthorn-immerse/?back=1
Wilderthorn,Hot House,IMMERSE,Sunday,20:30,"Come ‘soak in the sound’ at IMMERSE, a meditative, candle-lit experience of atmospheric textures and etherial sounds, led by the emotive voice of singer-composer, Wilderthorn (AKA Jon Bilbrough). Known for Secret Gigs in disused and abandoned spaces, his performances sway between song and improvised territory, his voice tinged with dark operatic tones and folk-style flourishes.",https://www.greenbelt.org.uk/artists/wilderthorn-immerse/?back=1
Trussell Trust,Engine,Impossible Choices,Saturday,18:30,What would you do if you had to choose between buying food or a bus pass? Between getting a taxi to a job interview or paying for your wi-fi? Food banks in the Trussell Trust network provided more than 2.1 million parcels to people in the UK last year – people facing impossible decisions because they don’t have enough money.  Join a session led by young people from Trussell Trust’s Stand for Change panel to explore the impossible decisions so many face. See how justice and compassion can work together so that people are supported and change is made – so that no-one in the UK is driven deeper into poverty.,https://www.greenbelt.org.uk/artists/trussell-trust/?back=1
Trussell Trust,Treehouse,"The Pandemic, Food Banks, Inequality And Hunger",Sunday,14:00,"A conversation with social geographer Professor Danny Dorling and Jessica Foster, Head of Church Engagement at the Trussell Trust. Danny and Jess invite us to think about what we can change and what we can’t, how we can live with the ongoing pandemic, what might take us closer to a future without food banks, and how all this fits together.  Danny Dorling works at the University of Oxford as a professor in the School of Geography and the Environment.  In association with Trussell Trust",https://www.greenbelt.org.uk/artists/trussell-trust/?back=1
Toby Lever,Make & Create,Collage,Monday,10:00,Collage pictures and words from magazines to create new images - guided by Toby who has worked with many top artists creating lyric videos. ,https://www.greenbelt.org.uk/artists/toby-lever/?back=1
Toby Lever,The Workshop,Collage,Monday,15:00,These sessions will be a chance for people to create work without overthinking or overanalysing what they are doing. The simple process of tearing an image out of a magazine and placing it besides some text from another can give an image a whole new context. This very free approach to image making focuses on instinctive choices freeing ourselves of perfection.  Tobias Lever a Designer and Animator passionate about the splicing of traditional and handmade elements with cutting edge digital processes.,https://www.greenbelt.org.uk/artists/toby-lever/?back=1
Three Men from The North presented by The Nordic Council,Playhouse,Three Men from The North,Friday,20:00,"This is a show about awkwardness. It's about a hard day's work, routines, coffee and knitted woollen clothing. It's a show steeped in tradition and nostalgia built on juggling, live music and aerial rope. Blunt and to the point as only Finnish humour can be, Swedishly self-aware and with a hint of Icelandic peculiarity, The Nordic Council offer a unique circus experience.  Duration: 55 mins Age Recommendation: 10+",https://www.greenbelt.org.uk/artists/three-men-from-the-north-presented-by-the-nordic-council/?back=1
Three Men from The North presented by The Nordic Council,Playhouse,Three Men from The North,Saturday,16:15,"This is a show about awkwardness. It's about a hard day's work, routines, coffee and knitted woollen clothing. It's a show steeped in tradition and nostalgia built on juggling, live music and aerial rope. Blunt and to the point as only Finnish humour can be, Swedishly self-aware and with a hint of Icelandic peculiarity, The Nordic Council offer a unique circus experience.  Duration: 55 mins Age Recommendation: 10+",https://www.greenbelt.org.uk/artists/three-men-from-the-north-presented-by-the-nordic-council/?back=1
Thea Gilmore,Glade,Thea Gilmore,Saturday,15:00,"An uncompromising and prolific songwriter, Thea’s signature sound has been a unique interplay between indie Americana and English folk, held together with a compelling voice and a habit of landing lyrical home truths. Thea’s most recent work, produced under alter ego Afterlight, is a sparse and moving reflection on the empowerment that results from the end of a toxic relationship.",https://www.greenbelt.org.uk/artists/thea-gilmore/?back=1
The Reminders,Canopy,The Rising,Saturday,13:00,"Festival favourite and troubadour Martyn Joseph gathers together some of the best singer-songwriters at the festival, digging into their creative mindset and craft. Collaborations, informal jamming and rare candour from great Greenbelt artists.",https://www.greenbelt.org.uk/artists/the-reminders/?back=1
The Reminders,Glade,The Reminders,Sunday,16:30,"Partners in life and music, emcees Big Samir and Aja Black - respectively from Belgium and the USA - deliver razor sharp rhymes in both English and French against a backdrop of deliciously cool reggae-tinged hip-hop beats. Their high-energy shows are uplifting, affirming, and engaging, and they’ve shared stages with - amongst many others - Snoop Dogg, Fishbone, and Les Nubians.",https://www.greenbelt.org.uk/artists/the-reminders/?back=1
The Reminders,Hope & Anchor,Matchstick Sessions,Sunday,14:00,"The Reminders on identity and culture  Sometimes in our lives we have ‘real' conversations where we go a little deeper - conversations that are gritty, vulnerable, sacred, respectful. Real conversations connect us and change us.   Each Matchstick session is designed to do just this: to help us get real at the Hope and Anchor. Each is ignited by a short story on a (sometimes fiery) theme, sparking deeper conversations with those friends and strangers around us for about half an hour.   So, join us in the Hope and Anchor each afternoon – bring your kindling questions and firelighter ideas and be prepared to get a little realer as you listen and share.",https://www.greenbelt.org.uk/artists/the-reminders/?back=1
The Young’uns,Village Hall,Singing Workshop With The Young’uns,Monday,12:00,"The Young'uns have over 30 years' combined teaching experience, in both schools and for all ages at festivals. Don't miss what promises to be an inspiring and moving singing workshop, ahead of their Glade mainstage performance. Expect banter, anticipate laughter and learn from the best.   Suitable for singers of all ages and abilities.",https://www.greenbelt.org.uk/artists/the-younguns/?back=1
The Young’uns,Glade,The Young’uns,Monday,16:00,"Heartfelt working-class folk songs from three North East lads. Winners of three BBC Radio 2 Folk Awards, this Teesside trio mostly perform a capella with gloriously blended harmonies. They pack a political punch, so expect to be educated as well as entertained: recent song topics include twentieth-century hunger marchers and anti-fascism demos. Oh, and don’t call them Geordies.",https://www.greenbelt.org.uk/artists/the-younguns/?back=1
Tim Martin,Make & Create,An Introduction to Graffiti,Saturday,13:00,"An introduction to graffiti: learn to draw graffiti  style letters and characters using just pencils, pens and paper! Skills you can take home and practice without any special equipment. Not to be confused with vandalism - Graffiti is now considered to be one of , if not the most influential art movements of our times. ",https://www.greenbelt.org.uk/artists/tim-martin/?back=1
Thomas Trilby,Ta Dah,Thomas Trilby Family Show,Monday,15:00,"Thomas Trilby’s Family Show is a fast moving mixture of juggling, circus skills, comedy and interaction. With something for all ages expect, balloon modelling, the finest ‘dad jokes’ and more to amuse and amaze.",https://www.greenbelt.org.uk/artists/thomas-trilby-2/?back=1
Tim Martin,Studio,Isometric Drawing,Monday,13:30,"An Introduction to Isometric Cityscape Drawing. Learn the easy way to draw buildings, roads and other urban features either by yourself or as a group! Create your own utopian urban cityscape, once you know the formula, the limit is your imagination! Pencils, Pens and Paper supplied, as well as a booklet to take away, to help you continue your practice! Tim Martin (AKA 'SLAZ' ) is a professional illustrator, graffiti artist and muralist from Cheltenham. Sign ups will open 30 mins before the start of the session.",https://www.greenbelt.org.uk/artists/tim-martin/?back=1
The Pickwell Foundation,Hot House,Planet Dance,Friday,22:30,"The Pickwell Foundation host a night with  DJ Steve Baker and friends.  By day we grapple with our planet’s future, by night we dance! Celebrate life and take courage as we dance our socks off to pumping, uplifting dance music in celebration of life itself. Once you have worked up a thirst, our pop-up bar will hit the spot. Or pop over to the Hope & Anchor for a non-alcoholic cocktail. Come in your full festival clubbing ‘Planet Dance’ wildness or just in your festival shorts and wellies. But however you come, be prepared for big tunes and a great night!",https://www.greenbelt.org.uk/artists/the-pickwell-foundation/?back=1
The Pickwell Foundation,Hot House,Where do we go from here?,Monday,17:30,Wrap up and send out session,https://www.greenbelt.org.uk/artists/the-pickwell-foundation/?back=1
The People Versus,Glade,The People Verses,Saturday,13:30,"Originating in the Oxford folk scene, The People Versus have more recently turned a bit dreampop, but continue to manage to make songs inspired by Greek mythology and Shakespeare accessible, whilst remaining ever so slightly kooky. They describe their music as “Museum Pop songs about identity and belonging” and theirs is certainly a museum we’d like to spend a night at.",https://www.greenbelt.org.uk/artists/the-people-versus/?back=1
The Nobodies presented by Chalk Line Theatre,Playhouse,The Nobodies,Sunday,20:00,"A town is in turmoil. A hospital is closing. And an MP is dead on the train tracks... Accident? Or opportunity?  When a local hospital announces its closure, panic ensues. Healthcare Assistant Rhea is forced to look for work elsewhere. Local lad Aaron worries about his mum’s treatment in the cancer unit. And Curtis just isn’t sure where he’s going to sleep. But when the three witness a horrific accident, a rare opportunity presents itself. As a dangerous decision triggers a wild chain of events, Rhea, Aaron and Curtis soon find themselves gathering power, influence and infamy – and inspiring a cohort of vigilante activists.  What does it take to enact real change?  And what would you sacrifice to keep it?  Age recommendation: 12+ Duration: 60 mins",https://www.greenbelt.org.uk/artists/the-nobodies-presented-by-chalk-line-theatre/?back=1
The Nobodies presented by Chalk Line Theatre,Engine,Devising with Chalk Line Theatre,Monday,11:00,"Join Chalk Line Theatre in a physical devising workshop. Creating material from scratch can be a daunting task. This workshop explores different methods of generating ideas through the use of simple exercises and utilising extracts from Chalk Line's award-winning play, The Nobodies, to stimulate your own story.",https://www.greenbelt.org.uk/artists/the-nobodies-presented-by-chalk-line-theatre/?back=1
The Big Sing from Wild Goose Resource Group,Canopy,Big Sing,Saturday,10:30,"An annual vocal extravaganza for all who believe they can sing/can’t sing/ won’t sing and any who are fed up with the church praise band doing its own upbeat versions of Be Thou My Vision and How Great Thou Art. Based in Glasgow, the WGRG is a semi-autonomous project of the Iona Community.",https://www.greenbelt.org.uk/artists/the-big-sing-from-wild-goose-resource-group/?back=1
